,week_start,region,avg_temp,google_trend_score,marketing_spend,store_visits,holiday_flag,sales,quarter
27,10/7/2022,North,20.83284944,85.00728412,51.84305044,143.8512935,0,517.2837221,2022Q3
28,17-07-2022,North,20.7609826,71.58645471,66.02017767,145.5964261,1,541.9663447,2022Q3
29,24-07-2022,North,32.520157,78.50341106,43.16394245,145.73963,0,514.0427026,2022Q3
30,31-07-2022,North,19.96600139,64.25015041,36.10223108,122.6580611,0,481.0594049,2022Q3
31,7/8/2022,North,27.73449753,79.51360444,105.5412568,141.0865012,0,571.8258124,2022Q3
32,14-08-2022,North,19.91989587,76.20031131,40.55080233,159.292744,0,544.9980511,2022Q3
33,21-08-2022,North,28.20420233,64.40321216,52.5868338,184.4780435,0,555.6824466,2022Q3
34,28-08-2022,North,7.517242565,66.35298309,48.31462907,150.4380469,1,491.4394668,2022Q3
35,4/9/2022,North,6.390392844,75.04598146,42.15803596,142.6927433,0,468.0728859,2022Q3
36,11/9/2022,North,19.221572,43.76395849,13.82176761,100.3209135,1,473.5095581,2022Q3
37,18-09-2022,North,12.43859391,50.41453669,25.27534496,114.8798393,1,441.92434,2022Q3
38,25-09-2022,North,22.93047628,59.07731126,4.035151879,137.3614422,0,507.7965045,2022Q3
39,2/10/2022,North,9.948694264,52.25101568,49.89991308,133.6258462,0,455.1221647,2022Q4
40,9/10/2022,North,9.076100493,100,16.0702765,171.234762,0,503.4753412,2022Q4
41,16-10-2022,North,24.16950556,40.1269332,48.81109916,121.7064048,1,508.7589405,2022Q4
42,23-10-2022,North,28.47279043,67.73146052,33.15940639,121.1293698,0,520.5081294,2022Q4
43,30-10-2022,North,16.596479,93.89472691,32.46660776,142.450302,0,509.1961981,2022Q4
44,6/11/2022,North,32.46903754,59.83876498,10.79358774,126.9311641,0,513.233484,2022Q4
45,13-11-2022,North,35.71364624,58.18597134,80.98738076,127.5368643,0,522.9070412,2022Q4
46,20-11-2022,North,15.23996966,66.04891233,37.75567591,131.5159526,1,503.1301036,2022Q4
47,27-11-2022,North,24.19927644,62.78127799,2.443472452,125.5786215,1,505.4332659,2022Q4
48,4/12/2022,North,17.72923187,77.86913501,109.093435,162.0157073,0,549.7354133,2022Q4
49,11/12/2022,North,21.03727212,87.58653674,57.08195135,166.4462438,0,572.6631055,2022Q4
50,18-12-2022,North,23.3685241,77.00585759,70.34719173,159.2757193,0,534.4176531,2022Q4
51,25-12-2022,North,13.92341042,61.82443577,23.44698717,137.256109,0,472.4415497,2022Q4
52,1/1/2023,North,11.91138863,93.55165933,27.50096524,171.5048284,0,545.8473984,2023Q1
53,8/1/2023,North,19.71940404,77.94153267,47.52753205,147.1250932,1,518.7440437,2023Q1
54,15-01-2023,North,4.482672619,90.84349508,89.8016346,188.7023299,0,513.8980275,2023Q1
55,22-01-2023,North,16.16593562,85.65513468,58.12561963,131.4417145,0,517.6265018,2023Q1
56,29-01-2023,North,13.96169415,81.85890984,67.30428047,120.5779308,0,476.6774756,2023Q1
57,5/2/2023,North,14.10085432,75.88062835,53.19014252,145.5752692,0,534.122558,2023Q1
58,12/2/2023,North,27.86479247,100,49.77944922,163.695608,1,604.5810148,2023Q1
59,19-02-2023,North,22.83208027,71.3510888,59.1397162,143.6272216,0,544.8848723,2023Q1
60,26-02-2023,North,26.20341376,66.49445231,59.11684981,127.4286839,0,541.165587,2023Q1
61,5/3/2023,North,21.66239676,65.23946822,68.02338619,149.0175965,0,536.4874361,2023Q1
62,12/3/2023,North,18.85294316,97.91167081,88.91520472,153.5468587,0,539.47115,2023Q1
63,19-03-2023,North,6.86954953,61.38697827,29.86993167,160.5198413,0,478.0137606,2023Q1
64,26-03-2023,North,23.88284956,80.99760047,37.84265297,159.4909084,0,526.8408731,2023Q1
65,2/4/2023,North,19.68325263,31.53487028,82.85451767,103.8871304,0,482.0639745,2023Q2
66,9/4/2023,North,25.90501816,54.00517783,45.89081989,121.6740871,1,499.0649413,2023Q2
67,16-04-2023,North,30.6808097,75.50364126,63.89935543,137.3982649,0,544.706698,2023Q2
68,23-04-2023,North,23.2390702,54.3872477,32.30115133,125.2775486,0,477.6719743,2023Q2
69,30-04-2023,North,14.60156177,62.57659859,57.8649692,133.18146,0,465.8070198,2023Q2
70,7/5/2023,North,15.4759035,63.94667565,91.92353795,124.4033158,1,485.8878088,2023Q2
71,14-05-2023,North,21.32709444,90.99394972,48.536547,160.313513,0,543.2874944,2023Q2
72,21-05-2023,North,15.68949909,91.54275202,61.80456482,176.6200022,0,544.2909232,2023Q2
73,28-05-2023,North,33.38070725,74.79306368,59.5462087,173.2479177,0,565.1959599,2023Q2
74,4/6/2023,North,10.54494633,60.44146702,41.51665269,126.8378606,0,472.8595381,2023Q2
75,11/6/2023,North,18.19468485,20,48.18078763,111.8674737,1,471.3644081,2023Q2
76,18-06-2023,North,22.8959896,90.13132756,0.217396449,135.2828638,0,537.7440279,2023Q2
77,25-06-2023,North,23.67648199,73.50198695,67.25841191,151.013739,0,541.1206959,2023Q2
78,2/7/2023,North,13.91992644,71.7461647,57.20338004,173.092749,0,510.9154739,2023Q3
79,9/7/2023,North,23.74366503,98.58860855,53.34667962,157.0435863,1,582.9227736,2023Q3
80,16-07-2023,North,20.89628748,62.77992476,24.64574523,127.2852684,0,503.2255717,2023Q3
81,23-07-2023,North,5.562320283,100,24.41685513,179.0602625,0,493.3478154,2023Q3
82,30-07-2023,North,14.7328731,95.10622239,46.22682164,172.9037057,1,517.1185248,2023Q3
83,6/8/2023,North,23.52874802,62.45143772,65.22560839,140.7329434,0,521.3300898,2023Q3
84,13-08-2023,North,4.979002681,77.69411876,18.99898059,125.2419801,0,486.8767818,2023Q3
85,20-08-2023,North,18.6194483,51.60920494,43.34819786,137.1461684,0,491.2577843,2023Q3
86,27-08-2023,North,19.75362143,70.84838424,45.61196895,168.5032768,0,531.8780853,2023Q3
87,3/9/2023,North,14.50841674,77.07740487,54.16674088,131.8255241,0,474.4635846,2023Q3
88,10/9/2023,North,14.60239422,78.64261899,64.4418332,155.5597185,0,492.4260983,2023Q3
89,17-09-2023,North,21.44682624,64.75324359,-1.923408597,152.1384223,0,484.0204062,2023Q3
90,24-09-2023,North,30.93969496,78.33460359,81.76245587,176.3833454,0,551.7228639,2023Q3
91,1/10/2023,North,12.04894152,73.38995911,56.79494876,147.8855577,0,473.2701448,2023Q4
92,8/10/2023,North,15.68036714,51.11736938,63.84893141,137.7088445,0,499.9063617,2023Q4
93,15-10-2023,North,21.01642842,96.92746835,38.8004289,164.7189219,0,559.0681222,2023Q4
94,22-10-2023,North,28.69379419,68.71355246,22.45597857,148.4273267,0,561.7073864,2023Q4
95,29-10-2023,North,21.86168689,66.79791045,43.91559899,153.645858,0,521.1829702,2023Q4
96,5/11/2023,North,7.892939349,88.62570939,83.11104138,131.7609736,0,506.7924258,2023Q4
97,12/11/2023,North,12.9116735,100,30.42660296,152.8872137,1,523.6996093,2023Q4
98,19-11-2023,North,16.08180618,92.57537672,33.20065432,134.3002115,1,525.1055735,2023Q4
99,26-11-2023,North,23.48104244,81.44270936,57.07868651,145.5006064,0,544.3518565,2023Q4
100,3/12/2023,North,25.19655441,73.65184766,61.75768307,123.5683031,0,553.4082677,2023Q4
101,10/12/2023,North,17.21138627,73.75285738,62.56865712,114.4948844,0,521.3165323,2023Q4
102,17-12-2023,North,11.52649189,45.79884017,32.66468558,130.2561467,0,423.810108,2023Q4
103,24-12-2023,North,30.02737342,88.2208309,31.17736031,137.1177041,1,563.0956792,2023Q4
104,31-12-2023,North,31.94077402,69.51504624,66.56306981,163.2185615,0,548.0860458,2023Q4
105,7/1/2024,North,17.02275136,69.22361523,88.0242282,146.1225323,0,521.8236157,2024Q1
106,14-01-2024,North,14.54401663,37.05228099,53.49627417,166.8107335,0,446.134155,2024Q1
107,21-01-2024,North,17.30123232,89.95657845,93.532393,174.456246,1,579.670717,2024Q1
108,28-01-2024,North,19.21619236,74.89635048,46.50834704,124.966784,0,517.4303384,2024Q1
109,4/2/2024,North,21.48859034,83.01773555,36.95036712,135.7660658,1,529.9172556,2024Q1
110,11/2/2024,North,28.43479453,80.08637528,44.03379367,146.0979091,0,538.2212932,2024Q1
111,18-02-2024,North,16.5322753,76.28259121,49.69934365,129.5569984,0,485.8208638,2024Q1
112,25-02-2024,North,8.916152953,91.23224204,42.29977949,163.9877054,0,492.6894183,2024Q1
113,3/3/2024,North,21.72272578,85.77675201,53.90720524,152.6876567,0,550.4168293,2024Q1
114,10/3/2024,North,21.12947258,81.63208859,68.78392453,131.6263647,0,516.3678971,2024Q1
115,17-03-2024,North,26.34121328,59.91298226,46.60722283,145.9589181,0,526.1288299,2024Q1
116,24-03-2024,North,27.75126727,72.63934986,33.13451878,145.1799321,0,522.8326337,2024Q1
117,31-03-2024,North,8.716271742,90.24556941,53.40765316,149.0839082,0,469.0480497,2024Q1
118,7/4/2024,North,27.60273869,64.08126523,26.91237435,147.9372414,0,564.5632772,2024Q2
119,14-04-2024,North,33.64812817,61.54350337,-11.65468781,123.0928328,0,501.9148722,2024Q2
120,21-04-2024,North,20.76812847,67.24095767,69.6260707,143.1301931,0,538.8831195,2024Q2
121,28-04-2024,North,4.779735051,58.44216684,46.37397438,177.0664637,0,477.7734433,2024Q2
122,5/5/2024,North,26.73953483,72.58837644,92.56299419,161.4213098,1,563.9638664,2024Q2
123,12/5/2024,North,20.43098034,44.60100738,39.47444978,133.659553,0,476.9062213,2024Q2
124,19-05-2024,North,22.31223348,83.05014861,67.1789009,158.8899187,0,560.0519814,2024Q2
125,26-05-2024,North,16.447939,65.06003503,53.74412672,136.1458847,0,512.8233296,2024Q2
126,2/6/2024,North,26.64801256,64.58518781,47.54658517,145.6640095,0,530.4098223,2024Q2
127,9/6/2024,North,22.33550472,69.03560969,26.6919177,165.377627,0,526.246883,2024Q2
128,16-06-2024,North,10.49156596,62.9584163,32.37881348,165.7644515,0,490.8969054,2024Q2
129,23-06-2024,North,24.35959882,84.25267719,61.99681493,174.7268913,0,560.3453257,2024Q2
130,30-06-2024,North,18.95912503,59.81137125,86.21900533,146.8367553,0,509.6473179,2024Q2
131,7/7/2024,North,15.47653447,83.67064294,30.4637167,158.6024046,0,493.815268,2024Q3
132,14-07-2024,North,28.30324728,73.85707195,75.68479418,144.6328848,0,556.5911875,2024Q3
133,21-07-2024,North,19.1712147,66.62491145,70.60579454,150.8909229,0,525.925404,2024Q3
134,28-07-2024,North,19.10612905,78.32717933,10.25703147,139.3565863,0,508.9889042,2024Q3
135,4/8/2024,North,18.03568789,75.61877664,23.34278585,110.687585,0,483.6857336,2024Q3
136,11/8/2024,North,31.58484863,59.43581304,24.47495967,169.1565769,0,532.0980967,2024Q3
137,18-08-2024,North,15.38771105,79.95605821,62.71772173,139.4924656,1,516.361032,2024Q3
138,25-08-2024,North,24.84134477,89.29222683,57.86622492,170.1731586,0,580.7269401,2024Q3
139,1/9/2024,North,27.20049841,72.17406122,33.49577939,144.338353,1,530.5425542,2024Q3
140,8/9/2024,North,11.24302568,100,25.9910352,149.7762962,0,505.5228389,2024Q3
141,15-09-2024,North,18.92174299,90.35285161,33.10183635,172.1462938,0,496.3638507,2024Q3
142,22-09-2024,North,11.08151711,91.21060692,22.95741627,191.3249618,1,487.822681,2024Q3
143,29-09-2024,North,29.08724395,91.66259618,1.909758563,148.8445659,0,568.4158862,2024Q3
144,6/10/2024,North,21.01707368,95.70360986,60.27565124,156.9630172,0,552.0207348,2024Q4
145,13-10-2024,North,19.86082873,79.61355774,36.8523144,146.8130826,0,511.407208,2024Q4
146,20-10-2024,North,15.25603696,47.18132688,35.323491,120.6873377,0,438.533655,2024Q4
147,27-10-2024,North,17.90182996,76.81845223,56.02620516,125.7447497,1,521.3899603,2024Q4
148,3/11/2024,North,13.3257858,65.8731402,53.03173882,120.5550077,1,489.5153312,2024Q4
149,10/11/2024,North,26.49668444,68.54350649,43.60127025,160.0645684,0,534.4637244,2024Q4
150,17-11-2024,North,19.10251932,62.48290049,52.74004329,149.4123056,0,511.2702231,2024Q4
151,24-11-2024,North,9.501141621,79.4716944,93.39619602,160.0451189,0,486.490684,2024Q4
152,1/12/2024,North,35.64972281,60.01092276,0.4394243,116.9177784,0,482.5808696,2024Q4
153,8/12/2024,North,19.78334546,77.60101994,42.43969216,133.6979115,0,527.63447,2024Q4
154,15-12-2024,North,20.31914515,60.53511805,65.75673873,143.957325,0,521.2612257,2024Q4
155,22-12-2024,North,34.11821281,76.14120127,61.5540986,166.9062711,0,553.4319541,2024Q4
156,29-12-2024,North,18.13633727,65.97045912,26.62207469,127.1719292,1,500.5250437,2024Q4
157,2/1/2022,South,26.85241726,67.4932288,52.93427373,162.4311036,0,616.3936337,2022Q1
158,9/1/2022,South,32.09126277,76.00618044,46.69109385,147.3925303,0,632.1012353,2022Q1
159,16-01-2022,South,30.23218274,49.60215789,67.31822796,147.9469873,0,652.602961,2022Q1
160,23-01-2022,South,31.33290273,63.97930364,64.30649597,145.5702618,0,635.380262,2022Q1
161,30-01-2022,South,30.93304562,63.30349578,58.52903158,159.4620305,0,616.735655,2022Q1
162,6/2/2022,South,20.9502055,84.47522442,46.07801011,153.3702547,1,614.5554987,2022Q1
163,13-02-2022,South,31.88605938,93.48286044,55.31622136,149.4766816,0,675.6786735,2022Q1
164,20-02-2022,South,23.85065311,67.33389518,70.45783418,162.5681479,0,628.4975104,2022Q1
165,27-02-2022,South,27.17960685,50.79543402,75.67898522,150.2865317,0,615.5344912,2022Q1
166,6/3/2022,South,23.8637011,94.9020543,76.81233103,159.7149858,0,628.6408476,2022Q1
167,13-03-2022,South,37.21882302,68.76773232,81.69607906,155.8639622,0,629.6498199,2022Q1
168,20-03-2022,South,32.29964513,79.11271491,40.82204262,152.5694524,0,634.8703931,2022Q1
169,27-03-2022,South,33.54501879,68.65396459,88.72943305,141.9269844,0,655.8845439,2022Q1
170,3/4/2022,South,26.29583796,69.78566453,28.17190705,148.9977296,0,607.9737309,2022Q2
171,10/4/2022,South,20.55229635,63.21540521,11.44950221,110.1390607,0,579.1398141,2022Q2
172,17-04-2022,South,31.86065696,77.18308246,59.22587863,141.8716462,0,631.8140437,2022Q2
173,24-04-2022,South,24.20817655,92.55097453,76.89740824,158.3405063,0,646.3080725,2022Q2
174,1/5/2022,South,25.61840666,70.5649035,53.47083762,144.6845426,0,603.6663652,2022Q2
175,8/5/2022,South,28.59449854,96.9652979,71.04669588,154.1243033,0,667.3206361,2022Q2
176,15-05-2022,South,31.37755281,58.02182027,93.72470996,153.1247381,1,652.3924781,2022Q2
177,22-05-2022,South,33.17585901,85.74329073,45.92652235,171.8178608,0,648.7179367,2022Q2
178,29-05-2022,South,32.00671814,100,48.29021513,162.726284,0,647.0587821,2022Q2
179,5/6/2022,South,27.58057083,65.19479038,63.13055065,153.0660376,0,618.7642287,2022Q2
180,12/6/2022,South,44.82505176,68.5505664,34.88178072,152.5515257,1,589.6756471,2022Q2
181,19-06-2022,South,30.60015663,79.20276959,31.93730534,142.1281978,1,609.1782752,2022Q2
182,26-06-2022,South,34.66439542,83.09737823,13.91873624,130.8084252,0,612.4313271,2022Q2
183,3/7/2022,South,35.23549151,95.25891537,40.82231474,171.9741331,1,650.1567917,2022Q3
184,10/7/2022,South,21.8352386,61.40847363,64.80459803,146.3542755,0,626.3991171,2022Q3
185,17-07-2022,South,36.90045677,60.61655948,55.52291403,148.8233153,0,609.7705156,2022Q3
186,24-07-2022,South,31.61900064,65.62765032,13.44412693,134.7463078,1,622.626991,2022Q3
187,31-07-2022,South,15.7572869,87.23148551,10.5584927,140.2908272,1,575.5749621,2022Q3
188,7/8/2022,South,34.03646562,51.31350911,66.47376154,128.3303239,0,599.3448921,2022Q3
189,14-08-2022,South,32.38520414,71.15232837,17.70892893,154.0619523,0,611.7035563,2022Q3
190,21-08-2022,South,33.24462105,49.12005494,25.7471427,137.5194223,0,588.221509,2022Q3
191,28-08-2022,South,40.38373992,75.72903178,50.37099428,163.3929666,0,616.8216246,2022Q3
192,4/9/2022,South,28.3655961,61.73577828,42.11314211,128.9773658,1,624.5976376,2022Q3
193,11/9/2022,South,29.5964171,71.17952785,0.685823883,149.4718438,0,622.8718698,2022Q3
194,18-09-2022,South,19.49540569,100,22.86790654,160.6244317,0,639.2815471,2022Q3
195,25-09-2022,South,24.80047036,79.19160858,19.0046,134.0401899,1,641.1866432,2022Q3
196,2/10/2022,South,32.73607969,56.24260292,39.38224729,166.0488599,0,621.6414331,2022Q4
197,9/10/2022,South,35.25327198,86.58288899,63.81351737,165.6351013,0,625.3230274,2022Q4
198,16-10-2022,South,26.14185839,74.4494248,60.39343329,145.5176984,0,650.0676632,2022Q4
199,23-10-2022,South,32.26767151,66.33765047,59.93158094,162.9971988,1,619.3310623,2022Q4
200,30-10-2022,South,33.60733137,79.53095398,66.94057031,149.2325922,0,631.9051589,2022Q4
201,6/11/2022,South,30.07789524,53.5558737,12.96914369,153.2893415,0,597.4420069,2022Q4
202,13-11-2022,South,22.23636466,65.44696022,16.65198605,127.0392679,0,609.2121193,2022Q4
203,20-11-2022,South,35.04908545,59.67774482,88.41748952,162.2488526,0,622.3721419,2022Q4
204,27-11-2022,South,27.72877862,69.70096907,21.18446803,116.0954404,0,615.6887282,2022Q4
205,4/12/2022,South,42.19876203,90.76409228,56.63095068,165.6295514,1,640.620282,2022Q4
206,11/12/2022,South,28.73657156,75.88126795,42.67601737,154.7719366,0,608.7091503,2022Q4
207,18-12-2022,South,29.50830187,55.17113339,25.53505701,135.3909904,0,625.8978589,2022Q4
208,25-12-2022,South,37.57258781,81.59624784,36.72816189,124.3415806,0,610.9992552,2022Q4
209,1/1/2023,South,25.15827773,71.58063259,23.3194901,131.4336997,0,607.2487651,2023Q1
210,8/1/2023,South,36.98707352,68.8728375,39.6261017,143.316965,0,606.517825,2023Q1
211,15-01-2023,South,32.71649015,70.73290105,53.20499047,135.4775733,0,609.1936204,2023Q1
212,22-01-2023,South,35.74709864,65.48643971,48.0395844,153.6217765,0,602.5945105,2023Q1
213,29-01-2023,South,34.47462188,65.57575483,79.60207317,138.6059327,0,623.4052389,2023Q1
214,5/2/2023,South,41.11347815,51.43268584,66.16790241,127.9262672,1,580.8399037,2023Q1
215,12/2/2023,South,29.3508965,70.65717208,53.69118655,160.5250101,0,671.1061332,2023Q1
216,19-02-2023,South,37.29746802,44.72033592,63.77277736,135.0834665,0,575.5023126,2023Q1
217,26-02-2023,South,38.19558403,95.16551221,47.15807382,165.5491171,0,659.8935877,2023Q1
218,5/3/2023,South,24.49610359,59.33052063,47.12327867,136.1268877,0,603.6599434,2023Q1
219,12/3/2023,South,22.22052177,74.96320348,76.02074166,122.7797154,0,613.4390569,2023Q1
220,19-03-2023,South,33.4749895,99.19814256,54.49944694,186.4014683,0,673.8590175,2023Q1
221,26-03-2023,South,30.38002696,78.08133989,41.51361688,149.8838057,0,614.5152615,2023Q1
222,2/4/2023,South,37.91732513,65.39829411,86.28018949,131.7370326,0,590.9345416,2023Q2
223,9/4/2023,South,28.41795775,88.1964655,62.76142701,191.4404613,0,673.259472,2023Q2
224,16-04-2023,South,27.36265338,75.42514878,69.7841391,160.4053416,0,628.7761498,2023Q2
225,23-04-2023,South,23.34383523,42.4569194,69.50998897,118.5799584,0,548.8466582,2023Q2
226,30-04-2023,South,34.18161861,70.46900316,63.88067307,147.9873786,1,630.2156783,2023Q2
227,7/5/2023,South,29.50555173,83.78614724,52.42434778,156.3888279,0,651.2927584,2023Q2
228,14-05-2023,South,27.4643847,66.45467894,33.72685131,134.6774689,0,610.4364044,2023Q2
229,21-05-2023,South,29.95440502,86.28843349,66.12519124,155.9938506,0,665.994939,2023Q2
230,28-05-2023,South,26.74793483,77.94539699,5.166274795,140.9653053,0,602.4899741,2023Q2
231,4/6/2023,South,29.06514349,70.84974887,65.24108681,147.4156101,0,641.4528853,2023Q2
232,11/6/2023,South,15.55864397,74.39903971,59.21203724,137.1426989,0,612.4913868,2023Q2
233,18-06-2023,South,36.09380926,66.79835694,82.20767938,152.0707262,1,622.7986351,2023Q2
234,25-06-2023,South,27.18175486,63.83603266,43.86088248,130.0888415,0,601.9941239,2023Q2
235,2/7/2023,South,30.85208111,72.40860972,50.0609204,152.7705615,0,651.6338954,2023Q3
236,9/7/2023,South,32.49763493,100,27.9151764,152.448628,1,628.6027817,2023Q3
237,16-07-2023,South,28.87617299,52.44830461,11.56723461,136.6595401,0,608.7744305,2023Q3
238,23-07-2023,South,29.85054763,67.38529442,38.622655,141.1892813,0,614.4476488,2023Q3
239,30-07-2023,South,31.95902003,47.81632647,49.01996668,133.4825088,0,609.512618,2023Q3
240,6/8/2023,South,20.19920996,100,20.45815343,153.490303,0,617.8860365,2023Q3
241,13-08-2023,South,38.5585424,49.42148286,11.09754546,148.9978054,1,580.5498703,2023Q3
242,20-08-2023,South,35.71163227,53.18766452,10.53216279,122.5994186,1,614.2342161,2023Q3
243,27-08-2023,South,26.97142538,81.13143058,47.75601295,169.6430372,0,665.3904111,2023Q3
244,3/9/2023,South,24.0435493,70.94028095,42.91837369,169.8857443,0,618.2214337,2023Q3
245,10/9/2023,South,30.92340153,49.79310566,21.2175568,147.1462728,0,594.1492692,2023Q3
246,17-09-2023,South,27.74295171,63.45919769,45.94145235,130.3000992,0,624.8694139,2023Q3
247,24-09-2023,South,26.21602456,48.67284,70.0995843,133.5161393,0,598.6117954,2023Q3
248,1/10/2023,South,33.20843719,88.36940631,28.33284056,150.4301504,1,627.1323674,2023Q4
249,8/10/2023,South,34.63920064,70.85519687,45.44475684,167.4435762,1,639.7393071,2023Q4
250,15-10-2023,South,25.73131733,75.38814101,51.42699864,144.8239179,0,606.6723854,2023Q4
251,22-10-2023,South,20.16821705,100,18.58567026,150.3983297,1,619.1273176,2023Q4
252,29-10-2023,South,23.2972341,83.6950033,47.22796316,155.2815715,1,628.1500539,2023Q4
253,5/11/2023,South,31.41289975,66.26963311,73.91707286,155.2828554,0,646.6167236,2023Q4
254,12/11/2023,South,24.80599086,77.54350607,49.04038594,149.0345051,1,633.677465,2023Q4
255,19-11-2023,South,26.74321553,62.07074977,55.09605379,160.6288317,0,624.0485521,2023Q4
256,26-11-2023,South,41.50205043,86.13149595,6.335824774,145.5093539,0,607.3545942,2023Q4
257,3/12/2023,South,31.90579192,89.34629131,58.8163953,154.359585,0,629.2198948,2023Q4
258,10/12/2023,South,34.14227258,56.09930346,72.21360061,136.1501924,0,634.240369,2023Q4
259,17-12-2023,South,31.97335765,52.06175407,56.49889672,155.2801287,0,608.1723201,2023Q4
260,24-12-2023,South,22.75071717,53.40537728,39.71084203,122.3396997,1,611.9640136,2023Q4
261,31-12-2023,South,28.00181907,73.37027089,68.65181664,129.1400128,0,598.4550931,2023Q4
262,7/1/2024,South,35.83274295,61.40503293,54.82769701,129.1316238,0,591.1762045,2024Q1
263,14-01-2024,South,30.92275652,93.13164929,92.51501441,195.9913812,0,702.6127383,2024Q1
264,21-01-2024,South,26.87605227,82.41775144,53.40519289,171.5760436,0,642.8191683,2024Q1
265,28-01-2024,South,27.73385975,80.44581171,73.75333589,156.2996763,0,666.9970188,2024Q1
266,4/2/2024,South,27.84102106,56.70936319,38.81543538,134.0891252,0,627.2814931,2024Q1
267,11/2/2024,South,33.15405842,54.63719764,93.71307791,164.3767198,0,640.2813317,2024Q1
268,18-02-2024,South,35.73704665,65.43664178,81.45793492,119.9494731,0,599.2175492,2024Q1
269,25-02-2024,South,24.40191283,72.1132937,22.86105135,145.4763728,0,605.2788365,2024Q1
270,3/3/2024,South,35.16481974,67.07582187,51.47795566,149.8600713,1,602.9908681,2024Q1
271,10/3/2024,South,15.63868893,69.58727642,94.79519436,178.6715653,0,610.5037851,2024Q1
272,17-03-2024,South,31.77389241,53.53206462,67.61560742,131.6875865,0,609.1301388,2024Q1
273,24-03-2024,South,28.98163125,56.8302612,43.38948166,133.6958436,0,614.7843516,2024Q1
274,31-03-2024,South,28.48084576,93.52157192,49.47843936,156.4461808,0,613.9628131,2024Q1
275,7/4/2024,South,34.42022698,81.05265846,54.3005376,152.3912975,1,643.8063441,2024Q2
276,14-04-2024,South,29.45225354,60.93981588,77.40155397,132.1625167,1,640.324308,2024Q2
277,21-04-2024,South,23.72855288,74.40336898,32.21852633,150.6418395,0,612.1602093,2024Q2
278,28-04-2024,South,25.95790088,65.27102734,50.31941792,134.5718724,0,612.4808241,2024Q2
279,5/5/2024,South,35.74318675,54.76267272,59.46343566,145.706271,0,614.6693282,2024Q2
280,12/5/2024,South,31.89741029,97.17257219,55.83215178,147.3174627,0,656.0026008,2024Q2
281,19-05-2024,South,34.51967421,34.55601347,36.43661249,133.8526431,0,609.8055255,2024Q2
282,26-05-2024,South,36.98613211,70.85519705,42.73583471,143.0915383,0,597.4028182,2024Q2
283,2/6/2024,South,26.00403997,62.75884717,35.58065956,140.3356102,0,630.4313775,2024Q2
284,9/6/2024,South,28.19763298,77.67123251,59.89548757,150.3359364,0,650.113146,2024Q2
285,16-06-2024,South,29.61081401,67.2928013,116.255308,161.3787559,1,648.9557877,2024Q2
